search_history,job_role
Object-oriented Programming in JavaScript | A Java Spring Boot Microservices project for beginners | SAP Successfactors Odata and SFAPI API-How to work with them | Media LIT: OvercomingInformation Overload… | Practice Java by Building Projects | Master Angular Fundamentals by Building a Real App | Xamarin on Steroids: Xamarin Forms Shell and MVVM,Backend Developer
Secured Login Registration System in PHP - Email Activation | AML Compliance in Practice: Suspicious Activity Reports | Beginners Drawing & Painting: 10 Lessons Inspired by Autumn | Machine Learning in GIS and Remote Sensing: 5 Courses in 1 | Python for Computer Vision with OpenCV and Deep Learning | Anti Bullying Training Course & Bullying Prevention Training | Track Any HTML5 Content with Custom SCORM | Data Analytics Introduction and Excel Dashboarding,ML Engineer
Full Ethical Hacking Course | Complete Website Ethical Hacking and Penetration Testing | Behavioral Design & User Experience,Cybersecurity Analyst
2D Game Development W/ Javascript & CSS3- Create Memory Game | Object oriented programming with Javascript - Build Quiz App | Transform your business idea in to a successful startup! | Spring Professional Certification Exam Tutorial - Module 05 | 50 DevOps Interview Questions & Answers - 2022 | Spring Cloud Data Flow - Cloud Native Data Stream Processing,Backend Developer
"DevOps: DevOps in the Real World: 3-in-1 | Introduction to DevOpsand Site ReliabilityEngineering… | ManageEngine OPManager Plus Network Monitoring course & Lab | Question Reality! Science,philosophy, and thesearch for meaning… | Jenkins Unlocked: 4-In-One | DevOps: Configuration Management, CI/CD, Monitoring-Security | DevOps: CI/CD with Jenkins using Pipelines:Complete Tutorial",DevOps Engineer
"Create Your Own Filter For Instagram | Spark AR Masterclass | Cyberhacker Series:  Cryptography for Hackers | GCP: Google Cloud Platform: Data Engineer, Cloud Architect",Data Engineer
Learn App Development with Docker | Linux(Unix) Command with Shell Scripting-Must for Testers/QA | The Quickest way to Mastering Major Scales on your Guitar | Automatic Medicine Reminder using Arduino | Real Estate · Buying Your First Home · A Comprehensive Guide | Unity: Building 2D Games From Scratch,Frontend Developer
AWS Certified SysOps Administrator Associate 2022 – SOA-C02 | Sage 50cloud Accounting 2020 | Microsoft Excel 2021 Intense Crash Course | Cloud Migration on AWS and Microsoft Azure | The Best Way To Set Up A Company In The Cloud Inexpensively | Behavioral Design & User Experience,Cloud Engineer
"Ethical Hacking: Ultimate Kit for Certification and Beyond | Hands on, Interactive, Penetration Testing & Ethical Hacking | The Complete Ethical Hacking, Pen Testing : System Security | Ethical Hacking from Scratch: Complete Bootcamp 2023 | Cisco ASA Firewall in 12 days | CS50's Introduction toCybersecurity | Penetration Testing for Beginners - Learn Ethical Hacking | Cybersecurity Capstone… | Python Tkinter for making Graphical User Interface",Cybersecurity Analyst
"Understand Tarot Cards and their Meaning | Full Stack ApplicationDevelopment Project | The Complete Web Developer Masterclass: Beginner To Advanced | The Complete MERN Stack Development course 2021 | Birthdate Numerology. The Meaning Of Each Day | Full Stack Mobile Application Development - Master Class | MERN eCommerce From Scratch | React, Redux, & Enzyme - Introducing Apps & Tests",Full Stack Developer
"Parametric Twisted Forms and w/ Rhino & Grasshopper | Complete Apache HTTP Server Course | Swift for Beginners - Create your first iOS App with Swift | Creating High Performing Teams | Google Script application Connecting to Twitter API and more | Lose Weight, Tone Up and Balance Your Hormones | Form 8802 For U.S Residency Certification TY 2022 & 2023",Backend Developer
Full PowerPoint Guide - Advanced Level - Microsoft 365 | Ten Iconic Acoustic Guitar Riffs | Basics of Cloud Computing | UI/UX Design With Figma : 5+ Real World Projects(2023) | Fixed Income Securities - The Ultimate Guide,Frontend Developer
Serverless Apps Development with Azure Functions and Node.js | Introduction to JavaScript Object Notation (JSON) | AWS Solutions Architect Associate Practice Exams 2021 | Composting With Worms Made Easy | Master The Basics of Geometry Nodes | Complete Salesforce Certified Platform Developer I Course | Asynchronous JavaScript | Writing Secure PHP Code - PHP Security Tutorial | Build Real World App In Xamarin Forms,Backend Developer
Learning R Programming for Data Science | Certified Professional in Data Science - Practice Test | Hands On Natural Language Processing (NLP) using Python | Introduction to Python For Data Science 2021 | Data Science For Product Managers 2022 Bootcamp | Master Web Design in Photoshop: Complete UI/UX Masterclass,Data Scientist
Design Thinking: From Problem to Solution | Master DevOps Monitoring with Prometheus | Docker: A Project-Based Approach to Learning | Get into DevOps: The Masterclass,DevOps Engineer
"Spatial Analysis & Geospatial Data Science in Python | DevOps Foundation : DevOps From a Business perspective | Binomial, Normal Distribution, Matrices for Data Science",Data Scientist
"Hypnosis - How to do Instant and Rapid Hypnotic Inductions  | JavaScript Arrays - A beginner's guide to Arrays (2019) | Automation Framework with Playwright and Java | Functional Programming + Lambdas, Method References, Streams | Mastering Vyatta Firewall! (Beginner to Advanced) | Technical Support Troubleshooting for Server and Desktop | Public Speaking Skills:  Give a Great Informational Speech | Microservices Architecture - The Complete Guide | Java Interview Questions | Helicopter Flying - Basics and Normal Procedures",Backend Developer
Get to Know FigJam by Figma – Can it Keep up With Miro? | Transform your Emotional & Mental Wellbeing with NLP | Business Analytics 101: Become A Business Analyst | The 2023 Absolute Beginners Guide to Data Science | Python for Data Science Bootcamp 2023: From Zero to Hero | SAP Classification: Learn how to classify objects in SAP | Apache NiFi - Admin Guide - Clustering and Management 2020 | Create a Text Generation Web App with 100% Python (NLP),Data Scientist
Quantifying Energy Investments using Data Science | Feature Engineering forImproving LearningEnvironments… | Docker Crash Course for busy DevOps and Developers,Data Scientist
Serverless Functions with Netlify | Snowflake SnowPro Core Certification: 6 Practice Tests 2022 | Process Big Data using Apache PIG | Apache Kafka for developers | Ultimate GCP Professional Data Engineer Practice Test 2021 | Apache Spark 2.0 with Java -Learn Spark from a Big Data Guru | Model complex 3D architectural geometry with Rhinoceros,Data Engineer
"Complete Adobe XD Megacourse: Beginner to Expert | Sense Checking Your Strategy Design Using Design Thinking | Certified DESIGN THINKING for agile product scoping | Master the Secrets of Figma: A Complete Beginner's Course | Learn DevOps from the Scratch for Absolute Beginners | User Experience, Conversion Optimization for eCommerce Store",UI/UX Designer
"Design Thinking + Entrepreneurship: My 8-Step Launch Program | Get to Know FigJam by Figma – Can it Keep up With Miro? | An Introduction to Design Thinking | Design ThinkingCapstone… | Prototyping with Sketch | Apache Spark and Scala | Design Thinking for the Employee Experience Crash-Course | Employee Journey Mapping for HR using Design Thinking | User Experience, Conversion Optimization for eCommerce Store",UI/UX Designer
Perseus's Light & Andromedan Reiki ~ Certified! | The Math of Data Science: Linear Algebra | NLP - Natural Language Processing with Python | Data Storytelling with Qlik Sense | The Perfect Balance Diet With Ayurveda | The Complete Web Developer Course 3.0,Data Scientist
"DIY Credit Repair - 2023 Complete With Dispute Letters | 2023 NumPy, Pandas and Matplotlib A-Z™: for Machine Learning | Data Science: Supervised Machine Learning in Python | Home Repair Made Easy | Sketch Basics  - Complete Paint Geometry（English subtitles.） | Complete Beginners Introduction to Guitar Course",ML Engineer
Starting with React & Redux: Build modern apps (2nd edition) | Data Vault Modeling Explained With Use Case | Model a Complex Generator asset with 3ds Max and ZBrush | Master Meaningful Nutrition | Microsoft excel for scientists and engineers | Learn SQL Skills  Using PostgreSQL and MS SQL Server | Microsoft Excel 2013: Beginner to Advanced | Excel Quick Essentials Course For Business,Data Analyst
"Portrait Drawing: Art of Drawing and Sketching of Portrait | Ethical Hacking - Log4Shell The Complete Course | Master Portrait Painting In Oil Color Series 2 | Sustainable UrbanDevelopment | Oil Pastel Secrets to Realistic Paintings - Advanced | NFT, Blockchain, Web 3.0, Tokens & Capital Gains | The Complete Linux Security Training Course: All In One",ML Engineer
Raspberry Pi Full Stack | MEAN Stack Registration and Login App | Synthesizers and Samplers Explained,Full Stack Developer
HitFilm Express Video Editing Course for Beginners | Snowflake SnowPro Core Certification - Practice Tests | Analytics & Data Science for managers & humanitarians | Seven effective ways to maximise Team Performance | Information security in practice | Comprehensive JavaScript Programming,Backend Developer
"SDET/Test Architect Essentials -Road to Full stack QA | Design Thinking & Innovation (+ ChatGPT, Gestalt Principles) | Deploy MEAN Stack App on Azure Cloud with CICD Pipeline",Full Stack Developer
Rapid Business Improvement | Learn Bioinformatics in 6 Days | Getting Started with iOS 9 Development | The Ultimate Beginners guide to Google Cloud Platform (GCP) | Create a Neural Network in Java,Backend Developer
Biostatistics For Healthcare Professionals | Intermediate iOS - Complex and Advanced iPhone Apps | Yoga Teacher Training: An Introduction to Yoga Philosophy | Getting Started with iOS 9 Development | Android - Make a Professional Dictionary App from Scratch,Mobile App Developer
CompTIA Cyber Security Analyst+ (CySA+)  CertCamp & MockExam | Cisco Network Security Master Class | Google Cloud Developer - GCP Professional Certification,Cybersecurity Analyst
"Data Science Project Planning | Linear Regression and Logistic Regression using R Studio | Design Thinking: Ideation,Iteration andCommunication… | Mastering the design of professional PCB using EasyEDA | KhetiBuddy's DIY Kokedama Workshop",Data Scientist
Advanced White Hat Hacking & Penetration Testing Tutorial | Hack Like a Pro - Ethical Hacking from A to Z | Ultimate Ethical Hacking Boot Camp - Beginner to Pro | Advanced Cryptography Concepts | Full Stack Android Development and Mobile App Marketing,Cybersecurity Analyst
"Learn Certified Ethical Hacking From Scratch | WordPress Malware Removal & Hacked Website Recovery | Master SQL with SQL Server,MySql,PostGre,MariaDB and SQLite | Ethical Hacking From Scratch",Cybersecurity Analyst
QGIS for Land Degradation Assessment & SDG monitoring in GIS | Learn DevOps: CI/CD with Jenkins using Pipelines and Docker | Projects in Docker | Understanding Docker and using it for Selenium automation | Docker in a Day: Beginner to Advanced with Hands-on Examples | Big Data and Education,DevOps Engineer
Become A Millionaire Through Real Estate Investing UK | Full Stack Mobile Application Development - Master Class | MEAN Stack Registration and Login App,Full Stack Developer
Selenium WebDriver: A Step by Step Guide to Test Automation | The Ultimate 3D Facial Rigging Beginners Guide in 3ds Max | Build A Responsive Website From A Figma Design | The Complete Environment Painting Super Course | Character Creation Guide: Intro to PBR Assets for Games | Complete UiPath RPA Developer Course: Build 7 Robots,Frontend Developer
"Learn Apache Spark with Python | Resin Geode Basics: How to create sparkling geode art works | Paint colorful SUNFLOWERS in a quick, WET to WET bold style. | Snowflake Database - Snowflake Queries to Monitor Snowflake | Apache Spark with Scala By Example | Hadoop Developer Course with MapReduce and Java | Streaming Big Data with Spark Streaming and Scala | Learning Path: Java: Big Data Analysis with Java | AWS Database- RDS, DynamoDB, Redshift, Neptune, Elasticache | Big Data and Education",Data Engineer
"Strategy Tool: Business Model Canvas, a 1-page business plan | ReactJS and Flux: Learn By Building 10 Projects | Music Production Fundamentals: Make DOPE Modern Trap Beats | System and Organization Control Reports- SOC Reporting | Excel for Accountants: Mapping Tables | Microsoft Excel Advanced Functions with INDEX and MATCH | How to Design Your Remodel: Step by Step with an Architect | Complete Microsoft Excel Course: Zero to Hero | Rebar Modeling with Dynamo 2.1 and Revit with Custom Nodes | SSAS Training MultiDimensional Model - Part 3",Data Analyst
