course_title,skills,job_role
Feature Engineering for Machine Learning,,ML Engineer
SAP ABAP Training - in Plain English,,ML Engineer
"REST API Testing, Automation using POSTMAN",,Backend Developer
The Full Stack Web Development,,Frontend Developer
Complete Guide to Build IOT Things from Scratch to Market,,Frontend Developer
Learn OAuth 2.0 - Get started as an API Security Expert,,Backend Developer
Vue JS Essentials with Vuex and Vue Router,,Frontend Developer
Angular Core Deep Dive - Beginner to Advanced (Angular 15),,Frontend Developer
Scrapy: Powerful Web Scraping & Crawling with Python,,Backend Developer
Complete ASP NET MVC Web Development - Newbie to Ninja!,,Frontend Developer
JSF 2.2 - Java Server Faces for Beginners - Build a DB App,,Backend Developer
HTML5 Ultimate Guide,,ML Engineer
Data Science: Supervised Machine Learning in Python,,ML Engineer
Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,,Backend Developer
Web Scraping In Python: Master The Fundamentals,,Backend Developer
Algorithms Data Structures in Java #1 (+INTERVIEW QUESTIONS),,Backend Developer
Machine Learning Practical: 6 Real-World Applications,,ML Engineer
Deep Learning: GANs and Variational Autoencoders,,ML Engineer
Computer Graphics with Modern OpenGL and C++,,Data Analyst
Data Science 2022 : Complete Data Science & Machine Learning,,ML Engineer
The Complete GitHub Actions & Workflows Guide,,Frontend Developer
The Complete SSL and TLS Guide: HTTP to HTTPS,,Frontend Developer
Azure Devops Crash Course -Build CI/CD release pipelines,,Frontend Developer
Building Recommender Systems with Machine Learning and AI,,ML Engineer
"Serverless Framework Bootcamp: Node.js, AWS & Microservices",,Backend Developer
Java Enterprise Edition 8 for Beginners course,,Backend Developer
Learn Complete Front-End Web Development Course (2023),,Frontend Developer
The Complete HTML5 Course: From Beginning to Expert,,ML Engineer
1 Hour CSS,,Frontend Developer
Learn To Code By Making a 2D Platformer in Unity,,Backend Developer
CSS - Basics to Adv for front end development [2023],,Frontend Developer
"Python Programming Bible | Networking, GUI, Email, XML, CGI",,ML Engineer
OAuth 2.0 in Spring Boot Applications,,Backend Developer
Asp.Net MVC 5 - Ultimate Guide - In depth & Sample Project,,Frontend Developer
Careers in Data Science A-Z™,,Data Scientist
Testing Spring Boot: Beginner to Guru,,Backend Developer
Introduction to Time Series Analysis and Forecasting in R,,Data Scientist
Learn SQL +Security(pen) testing from Scratch,,Data Analyst
Complete Javascript & jQuery Course with Bonus Vue JS Intro,,Backend Developer
Azure Serverless Functions and Logic Apps,,Backend Developer
Java Swing (GUI) Programming: From Beginner to Expert,,Backend Developer
SQL Server Administration Part 2,,Data Analyst
SQL- The Complete Introduction to SQL programming,,Data Analyst
Learn C# By Building Applications,,Frontend Developer
.NET 5 Web API & Entity Framework Crash Course,,Backend Developer
Microsoft Powerapps Essential Training 2021,,ML Engineer
Mainframe: The Complete COBOL Course From Beginner To Expert,,ML Engineer
"(Jetpack, Architecture & More)Advanced Android Bootcamp 2023",,Mobile App Developer
The Complete PHP MYSQL Professional Course with 5 Projects,,Data Analyst
Learn T-SQL From Scratch For SQL Server Administrator,,Data Analyst
Data Science Career Guide - Interview Preparation,,Data Scientist
Rest Api's in Asp.Net Core and C# 2023 Edition,,Backend Developer
Vue JS 2.0 - Mastering Web Apps,,Frontend Developer
Asp.Net Core : The Complete Guide To Build RESTful Api's,,Backend Developer
Build a Serverless App with AWS Lambda - Hands On!,,Backend Developer
Implement High Fidelity Designs with Material-UI and ReactJS,,Frontend Developer
Software Architecture: REST API Design - The Complete Guide,,Backend Developer
Practical Test Driven Development for Java Programmers,,Backend Developer
Django master course with real world practical project 2022,,Backend Developer
Data Visualization with Kibana,,Data Analyst
Regular Expressions for Beginners - Universal,,Backend Developer
OpenAPI: Beginner to Guru,,Backend Developer
SDET/Test Architect Essentials -Road to Full stack QA,,Full Stack Developer
Build a Blockchain & Cryptocurrency | Full-Stack Edition,,ML Engineer
Advanced Python Programming: Build 10 OOP Applications,,Frontend Developer
The Beginner's Guide to Artificial Intelligence (Unity 2022),,Frontend Developer
Distributed Systems & Cloud Computing with Java,,Backend Developer
Project Development Using JAVA for Beginners - 2023,,Backend Developer
Docker - Hands On for Java Developers,,Backend Developer
Just Express (with a bunch of node and http). In detail.,,ML Engineer
GUI Development with Python and Tkinter,,Frontend Developer
Complete Machine Learning with R Studio - ML for 2023,,ML Engineer
IntelliJ IDEA Tricks to Boost Productivity for Java Devs,,Backend Developer
PostgreSQL v12  Database Administration on Windows and Linux,,Data Analyst
Build Your Own First Person Shooter / Survival Game in Unity,,Frontend Developer
Modern JavaScript for React JS - ES6 [2023],,Data Analyst
SQL - Introduction to SQL with MySQL,,Data Analyst
Learn Azure DevOps CI/CD pipelines,,Cloud Engineer
Learn PHP Fundamentals From Scratch,,Backend Developer
MySQL Database Administration: Beginner SQL Database Design,,Data Analyst
Angular Step by Step for beginners,,Frontend Developer
Learn RabbitMQ: Asynchronous Messaging with Java and Spring,,Backend Developer
Android N: From Beginner to Paid Professional,,ML Engineer
The Complete ARKit Course - Build 11 Augmented Reality Apps,,Frontend Developer
Deep Learning with TensorFlow 2.0 [2023],,ML Engineer
Jenkins: Beginner To Pro,,DevOps Engineer
ASP .Net MVC Quick Start,,Frontend Developer
Learn WCF And Web APIs From Scratch,,Backend Developer
Software Architecture & Design of Modern Large Scale Systems,,Data Analyst
Data Integration Guide,,Frontend Developer
React For The Rest Of Us,,Frontend Developer
React JS - Mastering Redux,,Frontend Developer
"Software Development From A to Z - OOP, UML, Agile, Python",,ML Engineer
The Complete JavaScript Course - Beginner to Professional,,Backend Developer
PLC Programming - Training from Scratch on RSLogix500 & 5000,,ML Engineer
Build EU GDPR data protection compliance from scratch (CIPT),,Frontend Developer
"HTML, CSS, & Bootstrap - Certification Course for Beginners",,ML Engineer
Microsoft SQL Server Integration Services (SSIS) Training,,Data Analyst
Django 4 and Python Full-Stack Developer Masterclass,,Backend Developer
"Laravel 2019, the complete guide with real world projects",,Frontend Developer
Become a Junior Java Software Developer,,Backend Developer
Mainframe: Code DB2 on COBOL Programs for Absolute Beginners,,ML Engineer
AWS DynamoDB - The Complete Guide (Build 18+ Hands On Demos),,Frontend Developer
Unsupervised Deep Learning in Python,,ML Engineer
Java Basics: Learn to Code the Right Way,,Backend Developer
"Deep Learning Computer Vision™ CNN, OpenCV, YOLO, SSD & GANs",,ML Engineer
The Complete iOS 12 & Swift Developer Course - Build 28 Apps,,Frontend Developer
Mastering Amazon Redshift Development & Administration,,Data Engineer
Learning Data Structures in JavaScript from Scratch,,Backend Developer
NodeJS Tutorial and Projects Course (2023),,Backend Developer
SQL Server Reporting Services Part 1 (SSRS),,Data Analyst
MVVM Design Pattern Using Swift in iOS,,Mobile App Developer
"Kids Coding - Introduction to HTML, CSS and JavaScript!",,ML Engineer
ETL Testing: From Beginner to Expert,,Data Engineer
Learn PHP - For Beginners,,Backend Developer
Python Django - Complete Course,,Backend Developer
Performance Testing using LoadRunner 12.50,,Backend Developer
"ASP NET Core 3 (ASP.NET 5),MVC,C#,Angular & EF Crash Course",,Frontend Developer
C# 10 | Ultimate Guide - Beginner to Advanced | Master class,,Frontend Developer
Javascript - From Beginner to Pro-Build real world JS apps,,Backend Developer
Salesforce Developer Training with real-time project,,ML Engineer
Bootstrap 5 Course - The Complete Guide Step by Step (2023),,Frontend Developer
Dependency Injection in Android with Dagger 2 and Hilt,,Mobile App Developer
CSS & JavaScript - Certification Course for Beginners,,Backend Developer
Hello React - React Training for JavaScript Beginners,,ML Engineer
"Python REST APIs with Flask, Docker, MongoDB, and AWS DevOps",,Backend Developer
DevOps Tutorial: Complete Beginners Training - 5 in 1 Bundle,,ML Engineer
WebDriverIO + Node.js -JavaScript UI Automation from Scratch,,Backend Developer
"Asynchronous JavaScript: Promises, Callbacks, Async Await",,ML Engineer
Introduction to Web Development,,Frontend Developer
Apache Spark 3 - Spark Programming in Scala for Beginners,,Data Engineer
Learn Nodejs by building 12 projects,,Backend Developer
Meteor and React for Realtime Apps,,Frontend Developer
How to Program Games: Tile Classics in JS for HTML5 Canvas,,ML Engineer
The Complete Web Developer Bootcamp - Beginner to Expert,,Full Stack Developer
1 Hour JavaScript,,Backend Developer
Machine Learning- From Basics to Advanced,,ML Engineer
Performance Testing Course with JMeter and Blazemeter,,Backend Developer
Getting Started .NET Core Microservices RabbitMQ,,Backend Developer
The Complete Android 12 Developer Course - Mastering Android,,Mobile App Developer
Selenium WebDriver with Java: Learn from Scratch (2022),,Backend Developer
Docker Course for Beginners,,DevOps Engineer
Learn Blockchain By Building Your Own In JavaScript,,ML Engineer
Git for Geeks: Quick Git Training for Developers,,ML Engineer
[NEW] Amazon ECS & Fargate Master Class - Docker on AWS,,Cloud Engineer
How to Create A Website: An HTML Tutorial and CSS Tutorial,,ML Engineer
"Ensemble Machine Learning in Python: Random Forest, AdaBoost",,ML Engineer
Implementing a Data Warehouse with SQL Server 2012 ,,Data Analyst
Salesforce Lightning Component,,Frontend Developer
The Complete Guide To Build Rest Api's with Asp.Net and C#,,Backend Developer
Machine Learning: Natural Language Processing in Python (V2),,ML Engineer
Angular Styling & Animations (for Angular 2+),,Frontend Developer
SwiftUI - Declarative Interfaces for any Apple Device,,Frontend Developer
React - The Complete Guide with React Hook Redux in 4hr,,Frontend Developer
"Learn SVG Animation - With HTML, CSS & Javascript",,ML Engineer
SQL Tutorial: Learn SQL with MySQL Database -Beginner2Expert,,Data Analyst
Learning Algorithms in JavaScript from Scratch,,Backend Developer
SQL Server SSAS (Multidimensional MDX) - an Introduction,,Data Analyst
Complete Linux Bootcamp for Beginners,,Frontend Developer
Feature Selection for Machine Learning,,ML Engineer
"Quasar V1: Cross-Platform Apps (with Vue 2, Vuex & Firebase)",,Backend Developer
Apache Kafka - Real-time Stream Processing (Master Class),,Data Engineer
The Beginner's Guide to Animation in Unity (v5 to v2020+),,Frontend Developer
SQL Server Administration Part 3,,Data Analyst
Karate DSL: API Automation and Performance from Zero to Hero,,Backend Developer
Microsoft PowerApps & Flow: Build Business Apps Without Code,,Frontend Developer
gRPC [Java] Master Class: Build Modern API & Micro services,,Data Analyst
Java/Apache Maven: Stop Building Java Programs the Hard Way!,,Backend Developer
"Complete Vue Developer 2023: Zero to Mastery (Pinia, Vitest)",,Frontend Developer
A Beginner's Guide To Machine Learning with Unity,,ML Engineer
PyTorch for Deep Learning and Computer Vision,,ML Engineer
Prometheus | The Complete Hands-On for Monitoring & Alerting,,DevOps Engineer
PHP Unit Testing with PHPUnit,,Backend Developer
A Complete Guide on TensorFlow 2.0 using Keras API,,ML Engineer
The Complete JavaScript Course For Web Development Beginners,,Backend Developer
"NativeScript + Angular: Build Native iOS, Android & Web Apps",,Frontend Developer
Java Puzzles to Eliminate Code Fear,,Backend Developer
Learn MySQL - For Beginners,,Data Analyst
"Become an SQL Developer:  Learn (SSRS, SSIS, SSAS,T-SQL,DW)",,Data Analyst
Continuous Deployments using Spinnaker on AWS and Kubernetes,,Cloud Engineer
The Build a SAAS App with Flask Course,,Backend Developer
Django with React | An Ecommerce Website,,Backend Developer
"Typescript with modern React (i.e. hooks, context, suspense)",,Data Analyst
Wanna Learn JMeter ?Get Training by Industry Experts-23+hrs,,ML Engineer
Cutting-Edge AI: Deep Reinforcement Learning in Python,,ML Engineer
Flutter Beginner Tutorial - Build own App,,Frontend Developer
Qt 5 C++ GUI Development For Beginners : The Fundamentals,,Frontend Developer
Make a Spotify Clone from Scratch: JavaScript PHP and MySQL,,Data Analyst
Java Message Service - JMS Fundamentals,,Backend Developer
Complete Data Science Training with Python for Data Analysis,,ML Engineer
Learn Bootstrap By Building Projects - Includes Bootstrap 4,,Frontend Developer
Rest API/Web Services testing with SoapUI+Realtime scenarios,,Backend Developer
The Complete Solidity Course  - Blockchain - Zero to Expert,,ML Engineer
Angular 2+ with Typescript - Essential Training,,ML Engineer
"PostgreSQL Bootcamp : Go From Beginner to Advanced, 60+hours",,Data Analyst
SAP - Learn SAPUI5 Professional Development,,Frontend Developer
Complete PHP Course With Bootstrap3 CMS System & Admin Panel,,Backend Developer
React - Mastering Test Driven Development,,Frontend Developer
The Docker for DevOps course: From development to production,,DevOps Engineer
All about NodeJS,,Backend Developer
PHP for Beginners: How to Build an Ecommerce Store,,Backend Developer
"Learn AWS Identity Management with AWS IAM, SSO & Federation",,Cloud Engineer
Apache Spark 3 & Big Data Essentials in Scala | Rock the JVM,,Data Engineer
BASH Programming Course: Master the Linux Command Line!,,Frontend Developer
TypeScript for Professionals - 2023  Edition,,Frontend Developer
"React & Django Full Stack: web app, backend API, mobile apps",,Backend Developer
